"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"DT_ELEICAO";"DS_ELEICAO";"NR_TURNO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_SECAO";"CD_TIPO_SECAO_AGREGADA";"DS_TIPO_SECAO_AGREGADA";"NR_SECAO_PRINCIPAL";"NR_LOCAL_VOTACAO";"NM_LOCAL_VOTACAO";"CD_TIPO_LOCAL";"DS_TIPO_LOCAL";"DS_ENDERECO";"NM_BAIRRO";"NR_CEP";"NR_TELEFONE_LOCAL";"NR_LATITUDE";"NR_LONGITUDE";"CD_SITU_LOCAL_VOTACAO";"DS_SITU_LOCAL_VOTACAO";"CD_SITU_ZONA";"DS_SITU_ZONA";"CD_SITU_SECAO";"DS_SITU_SECAO";"CD_SITU_LOCALIDADE";"DS_SITU_LOCALIDADE";"CD_SITU_SECAO_ACESSIBILIDADE";"DS_SITU_SECAO_ACESSIBILIDADE";"QT_ELEITOR_SECAO";"QT_ELEITOR_ELEICAO_FEDERAL";"QT_ELEITOR_ELEICAO_ESTADUAL";"QT_ELEITOR_ELEICAO_MUNICIPAL";"NR_LOCAL_VOTACAO_ORIGINAL";"NM_LOCAL_VOTACAO_ORIGINAL";"DS_ENDERECO_LOCVT_ORIGINAL"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30228";"NOVA YORK";1;290;1;"Principal";-1;1082;"QUEENS COLLEGE";1;"Convencional";"65-30 KISSENA BLVD, FLUSHING, NY 11367";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";347;746;0;0;1082;"QUEENS COLLEGE";"65-30 KISSENA BLVD, FLUSHING, NY 11367"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30180";"MUNIQUE";1;112;1;"Principal";-1;1031;"DEUTSCH MEISTERSCHULE FÜR MODE (ESCOLA ALEMÃ DE MODA)";1;"Convencional";"SENDLINGER-TOR-PLATZ 14. 80336 MÜNCHEN";"ALEMANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";251;525;0;0;1031;"DEUTSCH MEISTERSCHULE FÜR MODE (ESCOLA ALEMÃ DE MODA)";"SENDLINGER-TOR-PLATZ 14. 80336 MÜNCHEN"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30198";"NAGÓIA";1;247;1;"Principal";-1;1287;"EMPRESA YUKAWA JINZAI SERVICE KK";1;"Convencional";"934-0093 TOYAMA-KEN, TAKAOKA-SHI, HIMENO 47-3";"JAPÃO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";362;722;0;0;1287;"EMPRESA YUKAWA JINZAI SERVICE KK";"934-0093 TOYAMA-KEN, TAKAOKA-SHI, HIMENO 47-3"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29262";"ABU DHABI";1;1978;1;"Principal";-1;1015;"CHANCELARIA DA EMBAIXADA EM ABU DHABI";1;"Convencional";"AL BATEEN GARDENS, C3 TOWER, ABU DHABI, PO BOX 3027";"EMIRADOS ÁRABES";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";292;584;0;0;1015;"CHANCELARIA DA EMBAIXADA EM ABU DHABI";"AL BATEEN GARDENS, C3 TOWER, ABU DHABI, PO BOX 3027"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30228";"NOVA YORK";1;325;1;"Principal";-1;1082;"QUEENS COLLEGE";1;"Convencional";"65-30 KISSENA BLVD, FLUSHING, NY 11367";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";347;745;0;0;1082;"QUEENS COLLEGE";"65-30 KISSENA BLVD, FLUSHING, NY 11367"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30767";"VIENA";1;965;1;"Principal";-1;1015;"EMBAIXADA DO BRASIL EM VIENA";1;"Convencional";"PESTALOZZIGASSE 4/2 VIENA, ÁUSTRIA";"ÁUSTRIA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";350;700;0;0;1015;"EMBAIXADA DO BRASIL EM VIENA";"PESTALOZZIGASSE 4/2 VIENA, ÁUSTRIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;3486;1;"Principal";-1;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";378;680;0;0;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;3123;1;"Principal";-1;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";350;749;0;0;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29696";"FRANKFURT";1;1604;1;"Principal";-1;1031;"VOLKSHOCHSCHULE FRANKFURT AM MAIN";1;"Convencional";"SONNEMANNSTRASSE 13 - 60314 - FRANKFURT AM MAIN";"ALEMANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";284;486;0;0;1031;"VOLKSHOCHSCHULE FRANKFURT AM MAIN";"SONNEMANNSTRASSE 13 - 60314 - FRANKFURT AM MAIN"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30198";"NAGÓIA";1;167;1;"Principal";-1;1015;"GIFU MEMORIAL CENTER, DEAI DOME E FUREAI DOME";1;"Convencional";"502-0817 GIFU-KEN, GIFU-SHI, NAGARAFUKUMITSU, ONO 2675-28";"JAPÃO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;799;0;0;1015;"GIFU MEMORIAL CENTER, DEAI DOME E FUREAI DOME";"502-0817 GIFU-KEN, GIFU-SHI, NAGARAFUKUMITSU, ONO 2675-28"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30198";"NAGÓIA";1;184;1;"Principal";-1;1015;"GIFU MEMORIAL CENTER, DEAI DOME E FUREAI DOME";1;"Convencional";"502-0817 GIFU-KEN, GIFU-SHI, NAGARAFUKUMITSU, ONO 2675-28";"JAPÃO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";398;538;0;0;1015;"GIFU MEMORIAL CENTER, DEAI DOME E FUREAI DOME";"502-0817 GIFU-KEN, GIFU-SHI, NAGARAFUKUMITSU, ONO 2675-28"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"39080";"ATLANTA";1;593;1;"Principal";-1;1015;"EAGLES ARENA";1;"Convencional";"6616 NEW PEACHTREE RD, DORAVILLE, GA - 30340";"ATLANTA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";393;788;0;0;1015;"EAGLES ARENA";"6616 NEW PEACHTREE RD, DORAVILLE, GA - 30340"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30503";"SÃO FRANCISCO";1;729;1;"Principal";-1;1015;"CONSULADO-GERAL DO BRASIL EM SÃO FRANCISCO";1;"Convencional";"300 MONTGOMERY ST., 1ST FLOOR, BANKING HALL. SAN FRANCISCO, CA 94104.";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;799;0;0;1015;"CONSULADO-GERAL DO BRASIL EM SÃO FRANCISCO";"300 MONTGOMERY ST., 1ST FLOOR, BANKING HALL. SAN FRANCISCO, CA 94104."
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29700";"GENEBRA";1;1417;1;"Principal";-1;1015;"PALEXPO";1;"Convencional";"ROUTE FRANÇOIS-PEYROT 30 (1218) LE GRAND-SACONNEX, GENEVE";"SUÍÇA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";396;792;0;0;1015;"PALEXPO";"ROUTE FRANÇOIS-PEYROT 30 (1218) LE GRAND-SACONNEX, GENEVE"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30198";"NAGÓIA";1;163;1;"Principal";-1;1015;"GIFU MEMORIAL CENTER, DEAI DOME E FUREAI DOME";1;"Convencional";"502-0817 GIFU-KEN, GIFU-SHI, NAGARAFUKUMITSU, ONO 2675-28";"JAPÃO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;799;0;0;1015;"GIFU MEMORIAL CENTER, DEAI DOME E FUREAI DOME";"502-0817 GIFU-KEN, GIFU-SHI, NAGARAFUKUMITSU, ONO 2675-28"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30228";"NOVA YORK";1;292;1;"Principal";-1;1082;"QUEENS COLLEGE";1;"Convencional";"65-30 KISSENA BLVD, FLUSHING, NY 11367";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";347;746;0;0;1082;"QUEENS COLLEGE";"65-30 KISSENA BLVD, FLUSHING, NY 11367"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30457";"AMSTERDÃ";1;655;1;"Principal";-1;1015;"CENTRO DE CONVENÇÕES DO HOTEL NOVOTEL AMSTERDAM CITY";1;"Convencional";"EUROPABOULEVARD 10, 1083 AD, AMSTERDÃ, PAÍSES BAIXOS";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;799;0;0;1015;"CENTRO DE CONVENÇÕES DO HOTEL NOVOTEL AMSTERDAM CITY";"EUROPABOULEVARD 10, 1083 AD, AMSTERDÃ, PAÍSES BAIXOS"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29807";"HOUSTON";1;528;1;"Principal";-1;1023;"NORIS CONFERENCE CENTER/CITY CENTER";1;"Convencional";"816 TOWN AND COUNTRY BLVD 210, HOUSTON, TEXAS - 77024";"ESTADOS UNIDOS";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";370;738;0;0;1023;"NORIS CONFERENCE CENTER/CITY CENTER";"816 TOWN AND COUNTRY BLVD 210, HOUSTON, TEXAS - 77024"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30473";"SANTA CRUZ DE LA SIERRA";1;1269;1;"Principal";-1;1015;"CONSULADO EM SANTA CRUZ DE LA SIERRA";1;"Convencional";"AVENIDA MARCELO TERCEROS BANZER 334, SANTA CRUZ DE LA SIERRA, BOLÍVIA";"BOLÍVIA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";308;308;0;0;1015;"CONSULADO EM SANTA CRUZ DE LA SIERRA";"AVENIDA MARCELO TERCEROS BANZER 334, SANTA CRUZ DE LA SIERRA, BOLÍVIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30112";"MIAMI";1;228;1;"Principal";-1;1058;"MIAMI DADE COLLEGE - KENDALL CAMPUS";1;"Convencional";"11011 SW 104TH STREET - MIAMI, FL33176 BUILDING R  BUILDING 9";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;800;0;0;1058;"MIAMI DADE COLLEGE - KENDALL CAMPUS";"11011 SW 104TH STREET - MIAMI, FL33176 BUILDING R  BUILDING 9"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;3095;1;"Principal";-1;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";356;756;0;0;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29742";"HAMAMATSU";1;1752;1;"Principal";-1;1015;"HAMAMATSU ACT CITY - EXHIBITION AND EVENT HALL";1;"Convencional";"3 CHOME 12-1 CHUO CHUO-KU HAMAMATSU SHIZUOKA";"JAPÃO";"04300916";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";375;775;0;0;1015;"HAMAMATSU ACT CITY - EXHIBITION AND EVENT HALL";"3 CHOME 12-1 CHUO CHUO-KU HAMAMATSU SHIZUOKA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30147";"MONTEVIDÉU";1;918;1;"Principal";-1;1023;"CLUBE BRASILEIRO";1;"Convencional";"AV. 18 DE JULIO 984";"URUGUAI";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";352;352;0;0;1023;"CLUBE BRASILEIRO";"AV. 18 DE JULIO 984"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29807";"HOUSTON";1;666;1;"Principal";-1;1023;"NORIS CONFERENCE CENTER/CITY CENTER";1;"Convencional";"816 TOWN AND COUNTRY BLVD 210, HOUSTON, TEXAS - 77024";"ESTADOS UNIDOS";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";370;370;0;0;1023;"NORIS CONFERENCE CENTER/CITY CENTER";"816 TOWN AND COUNTRY BLVD 210, HOUSTON, TEXAS - 77024"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30503";"SÃO FRANCISCO";1;1133;1;"Principal";-1;1015;"CONSULADO-GERAL DO BRASIL EM SÃO FRANCISCO";1;"Convencional";"300 MONTGOMERY ST., 1ST FLOOR, BANKING HALL. SAN FRANCISCO, CA 94104.";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;796;0;0;1015;"CONSULADO-GERAL DO BRASIL EM SÃO FRANCISCO";"300 MONTGOMERY ST., 1ST FLOOR, BANKING HALL. SAN FRANCISCO, CA 94104."
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30120";"MILÃO";1;465;1;"Principal";-1;1040;"SELEXI TEST CENTER";1;"Convencional";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";284;683;0;0;1040;"SELEXI TEST CENTER";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;635;1;"Principal";-1;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";382;781;0;0;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30120";"MILÃO";1;423;1;"Principal";-1;1040;"SELEXI TEST CENTER";1;"Convencional";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";256;655;0;0;1040;"SELEXI TEST CENTER";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30066";"MADRI";1;76;1;"Principal";-1;1023;"COLÉGIO BLANCA DE CASTILLA";1;"Convencional";"PASEO DE EDUARDO DATO, 2, MADRI";"ESPANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;797;0;0;1023;"COLÉGIO BLANCA DE CASTILLA";"PASEO DE EDUARDO DATO, 2, MADRI"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29513";"CHICAGO";1;3012;1;"Principal";-1;1015;"CONSULADO-GERAL DO BRASIL CHICAGO";1;"Convencional";"401 NORTH MICHIGAN AVENUE, SUITE 425, CHICAGO, ILLINOIS, ESTADOS UNIDO";"ESTADOS UNIDOS";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";291;934;0;0;1015;"CONSULADO-GERAL DO BRASIL CHICAGO";"401 NORTH MICHIGAN AVENUE, SUITE 425, CHICAGO, ILLINOIS, ESTADOS UNIDO"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30503";"SÃO FRANCISCO";1;550;1;"Principal";-1;1015;"CONSULADO-GERAL DO BRASIL EM SÃO FRANCISCO";1;"Convencional";"300 MONTGOMERY ST., 1ST FLOOR, BANKING HALL. SAN FRANCISCO, CA 94104.";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;796;0;0;1015;"CONSULADO-GERAL DO BRASIL EM SÃO FRANCISCO";"300 MONTGOMERY ST., 1ST FLOOR, BANKING HALL. SAN FRANCISCO, CA 94104."
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29416";"BOSTON";1;733;1;"Principal";-1;1023;"SALEMWOOD SCHOOL";1;"Convencional";"529 SALEM ST, MALDEN, MA 02148";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;799;0;0;1023;"SALEMWOOD SCHOOL";"529 SALEM ST, MALDEN, MA 02148"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30112";"MIAMI";1;221;1;"Principal";-1;1058;"MIAMI DADE COLLEGE - KENDALL CAMPUS";1;"Convencional";"11011 SW 104TH STREET - MIAMI, FL33176 BUILDING R  BUILDING 9";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";397;796;0;0;1058;"MIAMI DADE COLLEGE - KENDALL CAMPUS";"11011 SW 104TH STREET - MIAMI, FL33176 BUILDING R  BUILDING 9"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29505";"CARACAS";1;78;1;"Principal";-1;1015;"EMBAIXADA EM CARACAS";1;"Convencional";"CENTRO GERENCIAL MOHEDANO PISO 6 LA CASTELLANA, CARACAS";"VENEZUELA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";242;430;0;0;1015;"EMBAIXADA EM CARACAS";"CENTRO GERENCIAL MOHEDANO PISO 6 LA CASTELLANA, CARACAS"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30449";"ROMA";1;865;1;"Principal";-1;1015;"EMBAIXADA DO BRASIL EM ROMA";1;"Convencional";"PIAZZA NAVONA 14, ROMA, ITÁLIA";"ITÁLIA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";222;607;0;0;1015;"EMBAIXADA DO BRASIL EM ROMA";"PIAZZA NAVONA 14, ROMA, ITÁLIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29807";"HOUSTON";1;631;1;"Principal";-1;1023;"NORIS CONFERENCE CENTER/CITY CENTER";1;"Convencional";"816 TOWN AND COUNTRY BLVD 210, HOUSTON, TEXAS - 77024";"ESTADOS UNIDOS";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";371;741;0;0;1023;"NORIS CONFERENCE CENTER/CITY CENTER";"816 TOWN AND COUNTRY BLVD 210, HOUSTON, TEXAS - 77024"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30635";"TORONTO";1;3213;1;"Principal";-1;1066;"YMCA CENTRE";1;"Convencional";"20 GROSVENOR ST, TORONTO, ON";"CANADA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";394;769;0;0;1066;"YMCA CENTRE";"20 GROSVENOR ST, TORONTO, ON"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30066";"MADRI";1;18;1;"Principal";-1;1023;"COLÉGIO BLANCA DE CASTILLA";1;"Convencional";"PASEO DE EDUARDO DATO, 2, MADRI";"ESPANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;799;0;0;1023;"COLÉGIO BLANCA DE CASTILLA";"PASEO DE EDUARDO DATO, 2, MADRI"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29971";"LONDRES";1;1658;1;"Principal";-1;1015;"WEST LONDON COLLEGE";1;"Convencional";"9 GLIDDON RD, HAMMERSMITH, LONDON W14 9BL";"INGLATERRA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;798;0;0;1015;"WEST LONDON COLLEGE";"9 GLIDDON RD, HAMMERSMITH, LONDON W14 9BL"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30783";"WASHINGTON";1;451;1;"Principal";-1;1031;"CAPITAL HILTON (HOTEL)";1;"Convencional";"1001 16TH STREET NW, WASHINGTON DC, 20036, ESTADOS UNIDOS";"ESTADOS UNIDOS";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";238;517;0;0;1031;"CAPITAL HILTON (HOTEL)";"1001 16TH STREET NW, WASHINGTON DC, 20036, ESTADOS UNIDOS"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29416";"BOSTON";1;537;1;"Principal";-1;1023;"SALEMWOOD SCHOOL";1;"Convencional";"529 SALEM ST, MALDEN, MA 02148";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;800;0;0;1023;"SALEMWOOD SCHOOL";"529 SALEM ST, MALDEN, MA 02148"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30198";"NAGÓIA";1;190;1;"Principal";-1;1015;"GIFU MEMORIAL CENTER, DEAI DOME E FUREAI DOME";1;"Convencional";"502-0817 GIFU-KEN, GIFU-SHI, NAGARAFUKUMITSU, ONO 2675-28";"JAPÃO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";398;789;0;0;1015;"GIFU MEMORIAL CENTER, DEAI DOME E FUREAI DOME";"502-0817 GIFU-KEN, GIFU-SHI, NAGARAFUKUMITSU, ONO 2675-28"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;3163;1;"Principal";-1;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";348;748;0;0;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;3176;1;"Principal";-1;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";352;752;0;0;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
